Price,Close,High,Low,Open,Volume,RSI,Returns,Perf
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,,,
Date,,,,,,,,
2025-07-01,415.1000061035156,418.8500061035156,414.8999938964844,417.0,13670465,,,
2025-07-02,412.95001220703125,416.8999938964844,411.70001220703125,416.8999938964844,15990899,,-0.5179460045462436,
2025-07-03,413.3500061035156,416.0,411.25,414.0,14185298,,0.0968625462308692,
2025-07-04,412.54998779296875,415.0,411.75,414.8999938964844,8256733,,-0.19354500997552648,
2025-07-07,416.1499938964844,417.20001220703125,412.0,413.0,6845218,,0.8726230057052531,
2025-07-08,417.20001220703125,418.1000061035156,414.6499938964844,416.1499938964844,6807192,,0.2523172716441424,0.5059036551765095
2025-07-09,419.45001220703125,420.29998779296875,415.45001220703125,416.20001220703125,9930533,,0.5393096678250942,1.5740403942018144
2025-07-10,416.8500061035156,420.29998779296875,416.3999938964844,420.29998779296875,6220360,,-0.6198607766954356,0.8467400383014523
2025-07-11,416.79998779296875,418.04998779296875,415.5,417.0,8578844,,-0.011999114744998263,1.0301781907051666
2025-07-14,419.3999938964844,419.95001220703125,416.54998779296875,417.04998779296875,6896989,,0.6238018665219114,0.7809684122711769
2025-07-15,422.1000061035156,422.3999938964844,419.0,420.8999938964844,8532755,,0.6437797439972526,1.1744951469591092
2025-07-16,424.6000061035156,425.45001220703125,420.29998779296875,422.1000061035156,9780773,,0.5922767031154352,1.2277968164517317
2025-07-17,423.95001220703125,425.8999938964844,423.0,425.79998779296875,7240795,,-0.1530838170374138,1.7032520090098036
2025-07-18,422.75,425.20001220703125,420.1000061035156,425.20001220703125,6730256,418.0857173374721,-0.2830551179333951,1.4275461567399894
2025-07-21,420.1000061035156,422.75,418.3999938964844,422.0,4822343,418.442860194615,-0.6268465751589347,0.16690801555043766
2025-07-22,416.0,420.3999938964844,415.20001220703125,420.1000061035156,9869507,418.66071646554127,-0.9759595439056801,-1.4451566015897366
2025-07-23,414.95001220703125,417.8999938964844,414.0,417.1000061035156,12196187,418.7750026157924,-0.2524009117713333,-2.2727258025831865
2025-07-24,409.95001220703125,415.8500061035156,409.45001220703125,415.8500061035156,9005157,418.5892900739397,-1.2049644181008845,-3.3022761167331383
2025-07-25,409.3999938964844,410.25,407.75,410.0,5824089,418.1071472167969,-0.13416716530528783,-3.1578961806068895
2025-07-28,409.8999938964844,410.8500061035156,408.6000061035156,410.79998779296875,8123337,417.5857173374721,0.12212994808358246,-2.4279962053887494
2025-07-29,408.45001220703125,411.3999938964844,408.0,410.0,6811772,416.8000030517578,-0.35374035399944326,-1.8149009117713333
2025-07-30,407.6000061035156,409.29998779296875,405.75,409.0,10915863,416.13928876604353,-0.20810529516761544,-1.7712991655121302
2025-07-31,411.95001220703125,414.0,405.54998779296875,405.95001220703125,19364174,415.79286193847656,1.0672242488658945,0.487864359177026
2025-08-01,416.45001220703125,419.3500061035156,411.79998779296875,412.3999938964844,14324065,415.58214896065846,1.0923655459775583,1.7220367405109016
